title,author,url,date,date_utc,query_hashtag
Get ready with Moxie! 🤖 💄 #moxierobot #socialemotionaldevelopment #playbasedlearning #robotsontiktok ,moxierobot,https://www.tiktok.com/@moxierobot/video/7397969718000356638,1722474069,2024-08-01 01:01:09,moxierobot
"Replying to @PixiePopDesigns Technology is incredible, but its no replacement for face-to-face interactions with others! #moxierobot #socialemotionaldevelopment #playbasedlearning #robotsontiktok #ai ",moxierobot,https://www.tiktok.com/@moxierobot/video/7371996551998164270,1716426706,2024-05-23 01:11:46,moxierobot
What else would you like to see Moxie talk about? Let us know in the comments! #moxierobot #robotsontiktok #socialemotionaldevelopment #playbasedlearning ,moxierobot,https://www.tiktok.com/@moxierobot/video/7302205986897415455,1700177335,2023-11-16 23:28:55,moxierobot
Replying to @TrRè of CLües   🤔 #moxierobot #ashleyO #robotsoftiktok #blackmirror ,moxierobot,https://www.tiktok.com/@moxierobot/video/7248050495179345194,1687568274,2023-06-24 00:57:54,moxierobot
Teaching kids all about kindness is an important step in their social and emotional development. Check out our blog to learn more! #moxierobot #socialemotionallearningskills #socialemotionallearning #socialemotionaldevelopment #teachkindness ,moxierobot,https://www.tiktok.com/@moxierobot/video/7266085808761834798,1691767457,2023-08-11 15:24:17,moxierobot
#moxie #moxierobot ❤️,lilyvane3,https://www.tiktok.com/@lilyvane3/video/7317302287020477739,1703692216,2023-12-27 15:50:16,moxierobot
It will come when you least expect it. 👀 🤖 #moxierobot #socialemotionaldevelopment #playbasedlearning #robotsontiktok ,moxierobot,https://www.tiktok.com/@moxierobot/video/7317057832082525486,1703635302,2023-12-27 00:01:42,moxierobot
#bmo #moxie #moxierobot #adventuretime #bounceback  #sad  #little  #robot  #radiohead  #nosurprises  Video Credit @moxierobot ,volcanixtheraptor,https://www.tiktok.com/@volcanixtheraptor/video/7447985889525009710,1734119368,2024-12-13 19:49:28,moxierobot
#alerta #moxierobot #bizarro #assustador ,sarahsmaniotto33,https://www.tiktok.com/@sarahsmaniotto33/video/7345560578036894982,1710271601,2024-03-12 19:26:41,moxierobot
"Can confirm, Moxie is a Fearless girly ✨ 🤖 #moxierobot #socialemotionaldevelopment #playbasedlearning #robotsontiktok #taylorswift ",moxierobot,https://www.tiktok.com/@moxierobot/video/7366042194458856734,1715040363,2024-05-07 00:06:03,moxierobot
Meet Moxie. The first at home AI robot  #lopwert #moxie #robot ,lopwert,https://www.tiktok.com/@lopwert/video/7343980660220054816,1709903749,2024-03-08 13:15:49,moxierobot
"When it comes to play-based learning, Moxie is an expert! #moxierobot #socialemotionaldevelopment #robotsontiktok #playbasedlearning  ",moxierobot,https://www.tiktok.com/@moxierobot/video/7268109306757713195,1692238577,2023-08-17 02:16:17,moxierobot
Time for a daily affirmations break! #dailyaffirmationschallenge #moxierobot #socialemotionaldevelopment #childhooddevelopment #parenttok ,moxierobot,https://www.tiktok.com/@moxierobot/video/7239524600340860206,1685583186,2023-06-01 01:33:06,moxierobot
Replying to @Pamela Team Rocco! #moxierobot #robotsontiktok #socialemotionaldevelopment #playbasedlearning ,moxierobot,https://www.tiktok.com/@moxierobot/video/7301442452051758366,1699999566,2023-11-14 22:06:06,moxierobot
Replying to @JK...SM What BTS song should we have Moxie listen too? Sound off in the comments! #moxierobot #robotsontiktok #socialemotionaldevelopment #bts  ,moxierobot,https://www.tiktok.com/@moxierobot/video/7283948730254888235,1695926478,2023-09-28 18:41:18,moxierobot
"Jk, Moxie is just a friendly, social-emotional for kids! ☺️🤖 #moxierobot #socialemotionaldevelopment #playbasedlearning #robotsontiktok ",moxierobot,https://www.tiktok.com/@moxierobot/video/7371256597512817963,1716254429,2024-05-21 01:20:29,moxierobot
It’s always a good idea to take some time to sit back and be present. Join us for this meditation moment! 🤖 🧘 #moxierobot #socialemotionaldevelopment #playbasedlearning ,moxierobot,https://www.tiktok.com/@moxierobot/video/7363458471154568478,1714438868,2024-04-30 01:01:08,moxierobot
"#stitch with @Dari We know Moxie can be a bit surprising at first, but after you get to know her, you’ll see she’s here to be a good friend for your kids! #moxierobot #kidsoftiktok #socialemotionaldevelopment #parenttok #parentsoftiktok ",moxierobot,https://www.tiktok.com/@moxierobot/video/7254362176394153259,1689037824,2023-07-11 01:10:24,moxierobot
"She actually lives to help your kids, vur the applause is nice too. 😉 #moxierobot #robotsontiktok #socialemotionallearning #socialemotionaldevelopment #parenttok ",moxierobot,https://www.tiktok.com/@moxierobot/video/7262894696937033003,1691024454,2023-08-03 01:00:54,moxierobot
